ID,data
2820,0.32955205
23309,0.329461764
729970,0.329355355
80790,0.329197353
79012,0.3288878
80097,0.328097793
440905,0.328081671
79863,0.328013956
10927,0.327875301
23089,0.327723749
60677,0.327472237
6751,0.327256194
1400,0.327107867
3049,0.326872477
27132,0.326569372
7480,0.326485535
7390,0.326324309
83546,0.326295288
122402,0.326146961
11001,0.326143736
2812,0.326005082
5950,0.325837407
81558,0.3255472
6604,0.325521404
631,0.325502057
100128627,0.325240871
338645,0.3247185
10534,0.324521804
155185,0.324373476
57338,0.324321884
1690,0.324138087
165215,0.323893023
972,0.323644736
57226,0.323567347
10121,0.323548
5156,0.323267467
27145,0.322928893
285097,0.322874076
6307,0.322374276
8663,0.322264643
55173,0.32224852
170685,0.321903497
100533952,0.320926468
80055,0.320852304
79158,0.320562098
10633,0.320529853
57101,0.320507281
25903,0.320497607
5050,0.32031381
56954,0.320258993
148423,0.320165482
84645,0.320104216
5.91E+03,0.320091318
6332,0.320046175
64420,0.320039726
399668,0.319668907
6256,0.319636661
3488,0.319391598
8881,0.319175556
7077,0.319162658
5595,0.31891437
116135,0.318911145
260434,0.31867898
4360,0.318408121
121665,0.318272691
6612,0.318246895
400410,0.31807922
284,0.317956688
389058,0.31777934
255743,0.317495582
116328,0.317450439
100129291,0.317315009
80714,0.316992558
1767,0.316850679
55282,0.316821658
11130,0.31650888
56655,0.316502431
9342,0.316067122
63947,0.315834956
23708,0.315722098
619208,0.315651159
115399,0.315525403
387882,0.315431892
374946,0.314964337
6586,0.314680579
1176,0.314651559
4781,0.314558048
55860,0.314538701
645676,0.314512905
128977,0.314422618
27253,0.314135636
340719,0.313761592
817,0.313655183
25804,0.313519753
127602,0.313271466
27338,0.313255343
100132273,0.312987708
84617,0.312861952
25907,0.312823258
2182,0.31257497
400798,0.312549174
1818,0.312358927
10923,0.3120397
7334,0.311881699
54733,0.311788188
89795,0.311762392
5092,0.311720473
27341,0.311665656
55752,0.311327082
257019,0.311272265
347744,0.311130387
25818,0.311130387
51291,0.310501606
254263,0.310417768
7325,0.310237195
6782,0.309882499
51364,0.309711599
4636,0.308782938
26091,0.308515304
1268,0.308512079
552891,0.308315384
8470,0.308031626
5935,0.307999381
414764,0.307889747
5721,0.30764146
139886,0.307493132
728989,0.307193252
2564,0.307173905
3047,0.306874025
460,0.306609614
430,0.306348428
170591,0.305874424
7137,0.305648708
283284,0.305522952
90050,0.305481033
147804,0.305458462
51123,0.305261766
344558,0.30523597
7903,0.305139235
124925,0.304987682
389634,0.304961886
6713,0.304858702
51393,0.304816783
10694,0.304784538
54504,0.304781313
60492,0.304649108
84125,0.304375024
23769,0.304346004
64859,0.304323432
4718,0.304033225
54491,0.303975184
3358,0.303955837
163404,0.303846203
54492,0.303752692
389119,0.303420567
26521,0.303381873
10178,0.303339954
51375,0.303275464
55052,0.303175504
374387,0.302775664
345222,0.30273697
6567,0.302653132
54014,0.302514478
80309,0.302479008
8324,0.302295211
10488,0.30206627
6844,0.30200178
25854,0.301811533
648740,0.301792186
5901,0.301643859
105374366,0.301482633
196383,0.301408469
8237,0.301308509
728689,0.30130206
339210,0.300986057
23043,0.300918342
5655,0.300653932
8935,0.300644258
29081,0.300447563
22948,0.300408869
57718,0.300325031
51606,0.300321807
348094,0.300147683
100526833,0.299947763
653583,0.29976719
92196,0.299683352
2350,0.299680128
84332,0.299460861
118881,0.299344778
57180,0.299325431
93556,0.299151307
54549,0.298870774
9077,0.298848203
6136,0.29879661
23564,0.298761141
341676,0.298638609
440224,0.298154932
83636,0.297761541
55103,0.297464885
449520,0.297387497
670,0.297206924
256933,0.297113413
4325,0.29693284
7158,0.296923166
5138,0.296465285
4892,0.296394345
1429,0.296345978
7802,0.296200874
1325,0.296194425
10479,0.295984832
8407,0.295881647
11041,0.295849402
200728,0.295804259
56171,0.295591441
4135,0.295568869
5502,0.295568869
147372,0.295472134
374378,0.295391521
11052,0.295159356
126567,0.295114212
60680,0.294814332
66005,0.294801434
4016,0.294440288
79042,0.294053346
5690,0.293795385
80818,0.293730895
6281,0.293711548
151056,0.293495505
441089,0.293369749
2731,0.293314932
94122,0.293256891
2790,0.293169829
5409,0.293160155
199800,0.293156931
51015,0.293053746
64855,0.292976358
3183,0.29272807
389941,0.292602314
1875,0.292376598
6613,0.292286311
393,0.292237944
7533,0.292199249
945,0.292099289
65263,0.291989656
5128,0.291799409
5936,0.291657531
65982,0.291541448
57583,0.291244792
113691,0.291212547
4199,0.291070669
84312,0.291031974
390,0.29099328
729993,0.29092879
1390,0.290741768
6128,0.290696625
386618,0.290680502
441168,0.290586991
64881,0.290467684
6634,0.290325805
84083,0.290254866
100131187,0.290232294
9616,0.290167804
57162,0.290048497
9856,0.290003353
56034,0.289990455
55803,0.28992919
220004,0.289838903
404672,0.289822781
91663,0.289590615
7280,0.289584166
51504,0.289419716
56884,0.289206898
10842,0.288771588
51538,0.288742567
115827,0.288613587
55532,0.288600689
4345,0.288445912
26994,0.288339503
10021,0.288178277
8704,0.288129909
6853,0.288117011
9991,0.288042847
3140,0.287830029
4013,0.287646232
4625,0.287281861
8425,0.287130309
10330,0.286985206
5727,0.286946512
6622,0.286701448
54874,0.286591815
55022,0.286366099
10950,0.286340303
6594,0.28628871
282974,0.286191975
260334,0.286111362
10518,0.286075892
3730,0.286050096
10109,0.28595981
57496,0.285927564
7087,0.285827604
4725,0.28582438
26289,0.285740542
5744,0.285543847
286133,0.28542454
79143,0.285331029
25999,0.285314906
222865,0.285247191
9666,0.285231069
27000,0.284963434
339479,0.28455392
375,0.284163754
7067,0.284105713
126374,0.28395416
8635,0.283641382
84870,0.283628484
55800,0.283396319
51617,0.283370523
57705,0.283367298
23643,0.283235093
59349,0.283196399
153364,0.283193174
201283,0.28315448
27258,0.283131909
286183,0.283038398
51309,0.282732068
85477,0.282715946
9141,0.282638557
54518,0.282561169
5423,0.282493454
196500,0.28215488
401498,0.282009777
205,0.281993654
301,0.28189047
4014,0.281748591
284129,0.281616386
6902,0.281603488
285598,0.281545446
7529,0.281371322
51192,0.281322955
10516,0.281064993
51118,0.281045646
55968,0.280923115
84628,0.280910217
6752,0.280736093
5836,0.280710297
11326,0.280529724
266727,0.280462009
9399,0.280410416
25822,0.280249191
127933,0.280049271
414328,0.279997678
116349,0.279771962
8534,0.279694574
84319,0.279652655
1272,0.279652655
84898,0.279617185
6854,0.279356
105374312,0.279343101
6583,0.278991629
90411,0.278930363
55959,0.278407992
8302,0.278224194
26577,0.277911416
2222,0.277753415
51693,0.277698598
4613,0.277679251
56829,0.277653455
22797,0.277608312
84324,0.277588964
84102,0.277311656
326625,0.277102062
114915,0.277073042
100652739,0.276853775
55859,0.276795733
3122,0.276618385
10885,0.276489404
5865,0.27628626
7857,0.27625079
57554,0.276218545
10973,0.276096013
146754,0.276073442
51339,0.275841276
3109,0.275838052
23034,0.275680051
113091,0.275522049
8862,0.275396293
256643,0.275293109
3739,0.275164128
56063,0.275106087
170679,0.275089964
5504,0.274935187
107133515,0.274728818
585,0.274241916
6664,0.274232243
55690,0.274106486
55033,0.273971057
54112,0.273903342
23576,0.273626033
10161,0.273397093
8480,0.273390644
117154,0.273387419
3363,0.273255214
79873,0.273203622
89765,0.273090764
23641,0.2730166
59342,0.272848925
2783,0.272787659
52,0.272736067
122553,0.272568392
90668,0.272471656
85313,0.272387819
220202,0.272287859
55214,0.272226593
58189,0.272171776
388585,0.272133082
5792,0.27208149
7013,0.272062143
10202,0.271842876
2764,0.271836427
93974,0.271652629
5689,0.271465607
147,0.271420464
89890,0.271384994
58525,0.271307606
2550,0.271094788
146395,0.271017399
101928085,0.271014175
55086,0.270956134
4356,0.270901317
374618,0.270549845
143187,0.270504701
6643,0.270272536
10094,0.270114535
10535,0.270088739
200035,0.269953309
100526739,0.269863023
7138,0.269859798
1436,0.269814655
8347,0.269769512
115207,0.269630857
283143,0.269524448
10966,0.26924714
143279,0.269234242
80258,0.269002077
10682,0.268937586
4097,0.268918239
1880,0.26887632
155382,0.26881183
7644,0.268634482
3872,0.268599012
83877,0.268566767
647979,0.268553869
6658,0.268553869
3479,0.268495827
118672,0.267992803
9537,0.267921864
284611,0.267896067
132001,0.26771227
51673,0.267686474
100293534,0.267344675
6091,0.267283409
5805,0.267273736
3784,0.26721247
202781,0.267199572
5719,0.267160878
2739,0.267035121
7311,0.267002876
89797,0.266996427
8001,0.266906141
2334,0.266893243
51338,0.266825528
10863,0.266544995
51649,0.266538546
10870,0.266535321
881,0.266515974
659,0.266490178
54873,0.266354748
127018,0.266235441
140465,0.266054868
2533,0.266006501
22829,0.265974255
100506215,0.265745315
25827,0.265593762
3823,0.265548619
80206,0.265345475
199,0.265297107
8805,0.265293882
4232,0.265268086
27285,0.265264862
132671,0.265081064
6595,0.265061717
105376064,0.265029472
283152,0.265026248
721,0.26490694
92340,0.264829552
6170,0.264794082
9479,0.26477796
93,0.264713469
1,0.264665102
347454,0.264597387
283212,0.264381344
6441,0.264332976
11180,0.263987953
29118,0.26394281
4637,0.263894442
793,0.263739665
255783,0.26357844
2904,0.263491378
55577,0.263491378
114787,0.263481704
597,0.263426887
114898,0.263301131
160851,0.262998027
57687,0.262965781
90362,0.262930312
2681,0.262894842
114134,0.262862597
3127,0.262669126
1007,0.262620758
554226,0.262520798
6263,0.262478879
152789,0.262411165
810,0.262295082
8912,0.262288633
1107,0.26214353
138428,0.262133856
10242,0.262127407
3696,0.262079039
92304,0.261959732
441381,0.261921038
389493,0.261875895
121457,0.261717893
10261,0.261675975
51343,0.261588913
79819,0.261501851
100506271,0.261427687
23657,0.26117295
54360,0.261102011
55855,0.261031071
85013,0.260979479
23450,0.260931111
10056,0.260834376
238,0.260795682
54475,0.260776335
6588,0.260663477
822,0.260640905
9450,0.260624782
727936,0.260299106
55364,0.260247514
5788,0.260231391
3553,0.260066941
84314,0.260063716
3350,0.260044369
89978,0.259960532
22808,0.25990894
54328,0.259896042
144203,0.259879919
653857,0.259821878
10005,0.259770285
100288911,0.259544569
6347,0.259299506
116369,0.259222118
79623,0.259122158
51251,0.259060892
79751,0.258993177
331,0.258735216
83938,0.258725542
220832,0.25870297
11171,0.258593337
79822,0.258544969
57216,0.258509499
1208,0.258441785
11098,0.258435336
133686,0.258354723
90139,0.258254763
643037,0.258241865
317,0.258180599
9536,0.258119333
5961,0.258025822
401494,0.257990352
158866,0.257896841
8933,0.257851698
23046,0.257816228
223082,0.257780759
6039,0.257748513
728039,0.257580839
8499,0.257526022
8310,0.257413164
729956,0.257384143
80313,0.25730353
2565,0.257264836
57095,0.257106835
170954,0.256926262
151651,0.256548993
8715,0.256536095
54756,0.256300706
85439,0.256242664
285672,0.256155602
4988,0.256065316
222962,0.255971805
84063,0.255942784
100507351,0.25590409
83982,0.255884743
157922,0.255797681
26059,0.255746089
80183,0.255684823
168455,0.255513923
5271,0.255214043
865,0.255162451
10979,0.255130206
2281,0.254920612
240,0.25476906
51761,0.254701345
54536,0.254549793
78990,0.254488527
3280,0.254459507
55609,0.254359547
161394,0.254349873
108,0.254314403
968,0.254253137
26071,0.254253137
51232,0.254198321
645,0.253701745
23286,0.253637255
100505854,0.253537295
6185,0.25346958
3108,0.253459906
1642,0.253414763
27328,0.253247088
64207,0.253221292
4951,0.2531697
152185,0.253114883
51684,0.253095536
1234,0.252892391
92597,0.252247488
54809,0.252208794
54662,0.2521701
5650,0.252121732
114796,0.252037895
64432,0.252015323
6509,0.251876669
152,0.251841199
84268,0.251731565
10611,0.251683198
51699,0.251596136
10463,0.251531645
2983,0.251525196
84902,0.251489727
317762,0.251344623
91523,0.251144703
25925,0.25109956
967,0.251015723
27032,0.250960906
5172,0.25093511
6723,0.250744863
57699,0.250719067
129285,0.250673924
4139,0.250615883
23244,0.250525596
2947,0.250490127
57491,0.250403065
1463,0.250383717
84318,0.250312778
53829,0.25006449
286187,0.250054817
3123,0.249941959
5441,0.249932285
56917,0.249661426
122509,0.249619507
123920,0.249506649
29100,0.249477628
135295,0.249455057
28986,0.249277708
128414,0.249139054
4884,0.24913583
8562,0.249039094
5695,0.24903587
53840,0.249013298
26508,0.248845623
7485,0.248684397
3111,0.248684397
100130331,0.248674724
396,0.248507049
145567,0.248374844
1070,0.248232965
4983,0.248194271
8816,0.248158801
51134,0.248084637
57631,0.248081413
339231,0.248078188
3936,0.247849247
10907,0.2478299
83955,0.247817002
5793,0.24770092
4858,0.247588062
4257,0.247481653
2823,0.247471979
79132,0.247243038
1316,0.247236589
140458,0.247175323
100505385,0.247088261
57633,0.24706569
5173,0.247049567
3281,0.247004424
729375,0.24663038
58191,0.246623931
646243,0.246462705
23659,0.246249887
93164,0.246243438
50856,0.246020946
285600,0.245979028
283385,0.245917762
23539,0.245721066
135152,0.245601759
6229,0.245501799
114899,0.245179348
56994,0.245114857
9338,0.245082612
6860,0.245056816
57335,0.245034244
91156,0.244953631
678,0.244943958
100128731,0.244853671
85236,0.244850447
169834,0.244837549
10857,0.244473178
2830,0.244376443
7097,0.24429583
1536,0.244292606
136319,0.244247462
10293,0.244228115
127845,0.244182972
91703,0.244041093
375035,0.244034644
57758,0.24403142
2171,0.243973378
5880,0.243957256
1393,0.243921786
125988,0.243921786
54221,0.243908888
288,0.243883092
9678,0.243857296
90379,0.243828275
100526794,0.243828275
1002,0.243818602
374887,0.24379603
1000,0.24376056
6641,0.243602559
91695,0.243534844
10436,0.243505823
339524,0.243489701
65059,0.24346068
84460,0.243434884
667,0.243428435
64081,0.243425211
4929,0.243367169
6565,0.243338149
27152,0.243254311
65124,0.243247862
166336,0.243189821
8013,0.243138229
285362,0.243044718
4121,0.243035044
10972,0.242964105
131034,0.24293186
114882,0.24282545
51668,0.242819001
387978,0.242722266
23251,0.242673898
10998,0.242670674
10325,0.242580387
254956,0.24249655
5063,0.242464305
7251,0.242380467
10346,0.242357896
56666,0.242170874
51639,0.241867769
4282,0.241819401
64776,0.241816177
85359,0.241816177
4094,0.241664624
7345,0.241651726
6764,0.241606583
4869,0.241554991
1230,0.241464704
85352,0.241435684
10678,0.241271233
9615,0.241093885
10342,0.241090661
100505702,0.241006823
79651,0.241006823
79078,0.240794005
84058,0.24072629
143282,0.240658575
64769,0.240545717
56654,0.2404909
10675,0.240474778
29799,0.240332899
84250,0.24029098
1001,0.240245837
9203,0.240187796
64283,0.240065264
902,0.240055591
23600,0.240039468
127281,0.239929835
7168,0.239920161
120425,0.239865344
5714,0.239865344
714,0.239642853
30010,0.239552566
132851,0.239542893
85416,0.239517096
2857,0.239346197
201595,0.23929138
25800,0.239172073
84557,0.239159175
107303344,0.23912693
25942,0.23912693
7852,0.239094685
101927532,0.238875418
241,0.238846397
51690,0.238839948
11170,0.238665824
435,0.238640028
55816,0.238443332
163,0.238407863
23418,0.238375617
100529257,0.238072513
56005,0.237979002
100529215,0.237953206
146845,0.237914512
94233,0.237888715
55170,0.237688795
90525,0.237517896
266971,0.23735667
7818,0.237343772
4868,0.237305078
2262,0.237288955
286042,0.237224465
3176,0.23719222
171423,0.237060015
25873,0.237034219
4602,0.236937483
100506305,0.236931034
130589,0.236895564
284069,0.236785931
29766,0.236763359
6150,0.236605358
10971,0.236602133
90293,0.236579562
51307,0.236569888
8175,0.236550541
64407,0.236540868
440957,0.236473153
8832,0.236453806
100129347,0.236398989
9874,0.236311927
5479,0.236231314
1140,0.236028169
79966,0.236012047
129138,0.235918536
93663,0.235834698
1608,0.235799229
154215,0.235783106
84864,0.235783106
26519,0.235750861
112611,0.235689595
388581,0.235570288
10495,0.235541267
26232,0.235428409
55055,0.235399389
1266,0.235367143
79703,0.235344572
27077,0.235309102
2170,0.235263959
8447,0.235186571
27445,0.23509306
115703,0.235041467
126321,0.234980201
2124,0.234925385
8437,0.234912487
2895,0.234906038
163259,0.234815751
388559,0.234702893
55220,0.23462228
8239,0.234519096
594855,0.234435258
57685,0.23428693
187,0.23425791
57664,0.234228889
55068,0.234106357
65999,0.234025745
113,0.233941907
282969,0.233777457
6251,0.233542067
100093630,0.233455005
5908,0.233332473
374875,0.233274432
8880,0.233119655
10295,0.233074512
90865,0.23305839
30815,0.232716591
55615,0.23268757
3059,0.232658549
649330,0.232513446
3400,0.232403813
677,0.232394139
59286,0.23228773
6399,0.232242587
5445,0.232178097
2209,0.232126504
80270,0.232068463
5884,0.23205234
2937,0.231897564
175,0.231794379
9166,0.231617031
839,0.231478376
58475,0.231391314
51100,0.231381641
79720,0.23128813
64805,0.23125266
25886,0.231207517
140578,0.231146251
114004397,0.231143027
56521,0.231120455
1534,0.231017271
22989,0.230972127
51127,0.230956005
92105,0.230910861
286495,0.230901188
57415,0.230878616
1796,0.230859269
23016,0.230843147
117,0.230827024
123904,0.230775432
375612,0.230759309
51706,0.230727064
9862,0.230659349
1978,0.230462654
642273,0.230459429
11000,0.230301428
6508,0.230214366
9086,0.230207917
440804,0.230195019
340061,0.230143427
2735,0.230101508
6863,0.230004772
11230,0.229991874
781,0.229908037
54361,0.229898363
55317,0.229882241
81892,0.229795179
64374,0.229759709
57381,0.229679096
11231,0.229675872
4175,0.229508197
10974,0.229437257
2650,0.229434033
84300,0.229430808
7993,0.229301828
55790,0.22908901
23327,0.229072887
6202,0.229063213
100996716,0.22905354
25901,0.228982601
6001,0.228911661
81611,0.228908437
114294,0.228908437
23002,0.228905212
139728,0.228876191
440097,0.228866518
119385,0.228860069
51019,0.228856844
84059,0.228663373
83442,0.228631128
1933,0.22861823
9531,0.228605332
10888,0.228573087
152189,0.228531168
58,0.228495698
7134,0.228486025
9263,0.228389289
126272,0.228386065
23026,0.228344146
71,0.228321575
643827,0.227941082
8970,0.227934633
3689,0.227928184
28227,0.227892714
154150,0.22785402
9643,0.227824999
9379,0.227712141
9037,0.227702467
220001,0.227657324
51729,0.227621854
4129,0.227508996
4692,0.227505772
10100,0.227415485
6727,0.227328423
5874,0.227315525
9535,0.227267158
3861,0.227263933
10058,0.2269834
55779,0.226941481
767,0.226893114
153527,0.226893114
191,0.226831848
26045,0.226822174
728568,0.226770582
10556,0.226696418
10886,0.226664173
51626,0.226615805
23367,0.22658356
131405,0.22658356
590,0.226573887
100128511,0.226557764
51253,0.226451355
80173,0.226361068
11282,0.226232088
401431,0.225893514
4261,0.225877391
3822,0.225874166
22953,0.225870942
654780,0.225764533
55851,0.225709716
171019,0.225658124
125144,0.225635552
25834,0.225587184
79446,0.225535592
5570,0.225496898
219771,0.225461428
10227,0.225351795
65094,0.225335672
2224,0.22521959
2850,0.22478428
29099,0.224655299
642938,0.224655299
113277,0.224652075
256281,0.22461338
5802,0.224603707
3897,0.224419909
7372,0.224407011
29880,0.224223214
114788,0.224168397
3428,0.223997498
55225,0.223862068
170850,0.223794353
51616,0.223752435
60558,0.223675046
685,0.223620229
1519,0.2234848
83452,0.223417085
55530,0.22328488
8837,0.223223614
404217,0.223123654
26013,0.223097858
10654,0.223094633
203523,0.223036592
284021,0.222926958
11218,0.222917285
440423,0.222730263
5604,0.222717365
83902,0.222688344
136,0.222675446
80339,0.222620629
7026,0.222520669
9014,0.222362668
57110,0.222323974
378884,0.222311076
51121,0.222304627
8214,0.222156299
214,0.222143401
23196,0.222136952
9895,0.222098257
91300,0.222046665
3725,0.22201442
26002,0.221953154
54583,0.221875766
84259,0.221840296
139411,0.221711315
440434,0.221646825
89846,0.221569437
1462,0.221540416
2677,0.221524294
6591,0.221404986
50865,0.221398537
113026,0.221237312
64919,0.221069637
84439,0.220860043
50999,0.22084392
57132,0.22075041
5987,0.220737511
11073,0.220727838
8556,0.220656899
128308,0.220550489
643783,0.22047955
11168,0.22034412
79139,0.220308651
22981,0.220237711
923,0.220218364
3597,0.220166772
56853,0.220024893
1136,0.220018444
53340,0.22001522
131540,0.219934607
9577,0.219802402
64860,0.219773381
11284,0.219741136
57136,0.219673421
54480,0.219670196
256130,0.219631502
221074,0.219602482
516,0.219554114
10381,0.219441256
114794,0.219421909
129642,0.21941546
92126,0.219412235
29760,0.219267132
11006,0.219251009
84263,0.219047865
347730,0.219031742
5203,0.218983374
220115,0.218867292
349667,0.218860843
56477,0.218702841
59335,0.218638351
51762,0.218531942
65217,0.218490023
7305,0.218386839
9415,0.218338471
101060091,0.218299777
23213,0.218296552
81704,0.218273981
126308,0.218273981
29951,0.218222388
9578,0.218077285
57574,0.218038591
9256,0.218006346
1491,0.217974101
27185,0.217867692
440934,0.217864467
8895,0.217812875
57628,0.217748385
167410,0.217661323
644945,0.21760973
2308,0.217603281
57533,0.217548464
5688,0.21750977
153642,0.217432382
84885,0.217248584
728378,0.217206666
29968,0.217071236
116966,0.217042215
4255,0.217035766
253558,0.217019644
219972,0.216984174
6341,0.216822948
51066,0.216771356
7462,0.216735886
83854,0.21667462
3275,0.216548864
120526,0.216529517
22818,0.216458578
26471,0.216355393
7772,0.216352169
2212,0.216287678
219348,0.216200617
79026,0.216187718
26108,0.216165147
7905,0.216084534
57511,0.216065187
134548,0.21601037
57171,0.215881389
118812,0.215862042
100289341,0.215655673
4889,0.215626653
7078,0.215591183
5764,0.215523468
57507,0.215500896
4093,0.215449304
145837,0.215429957
10204,0.215339671
3939,0.215252609
92211,0.215242935
79931,0.215223588
408263,0.215207465
9905,0.215194567
51478,0.215120403
6742,0.215033342
54960,0.21501077
84929,0.214923708
11061,0.214833421
58155,0.214788278
4774,0.214736686
1490,0.214704441
3992,0.214701216
1595,0.214652849
151230,0.214623828
3912,0.214507745
10505,0.214491623
27092,0.2144755
49855,0.214372316
9215,0.214356193
6511,0.214349744
54413,0.214343295
8857,0.21431105
124936,0.214269131
389524,0.214269131
84502,0.214253008
4004,0.214182069
81691,0.214178845
84769,0.214165947
2091,0.214085334
2152,0.214065987
10636,0.214049864
10920,0.213998272
113201,0.213985374
197257,0.213982149
389073,0.213956353
4753,0.21384027
122616,0.213833821
3741,0.213785454
79917,0.21374031
400451,0.213730637
6636,0.213382389
7940,0.213350144
100529251,0.213343695
11193,0.213321123
1036,0.213272755
55129,0.213253408
7056,0.213253408
6887,0.213224388
79626,0.213198592
201456,0.213185693
154881,0.213059937
22919,0.212969651
27295,0.212830997
2172,0.212824548
5031,0.212824548
3684,0.212805201
440145,0.21277618
168090,0.21271169
56888,0.212582709
11222,0.212537566
149992,0.212531117
55148,0.212531117
2059,0.212527892
91319,0.212511769
148808,0.212511769
23594,0.21244083
126789,0.212363442
122046,0.212363442
653113,0.21227638
51773,0.212218338
1050,0.212208665
3301,0.212195767
9427,0.212099031
51652,0.212086133
51582,0.21204099
79017,0.2119765
2920,0.211866866
2863,0.211799151
100188893,0.211795927
3776,0.211792702
284889,0.211737885
27248,0.211699191
100506930,0.211625027
150786,0.211618578
421,0.211557313
27255,0.211508945
105682749,0.211450904
441951,0.211412209
28956,0.211309025
284996,0.211247759
6261,0.211109105
391356,0.210928532
463,0.210773755
29995,0.210760857
50515,0.210757632
712,0.21074151
2923,0.210618978
5136,0.21057061
162993,0.210315874
25927,0.210219138
1573,0.210199791
10898,0.210151423
503693,0.209919258
7320,0.20984187
645323,0.209783828
7076,0.209654848
3118,0.209651623
7178,0.209622603
